4.036000000000000000e+03,2.210000000000000000e+03,9.704588235294115748e+02,6.071268401248621558e+02,3.686030000000000000e+05,1.000000000000000000e+00
3.655000000000000000e+03,2.349000000000000000e+03,9.231000000000000227e+02,7.697850349285831726e+02,5.925690000000000000e+05,1.000000000000000000e+00
1.099100000000000000e+04,4.877000000000000000e+03,1.454323529411764639e+03,8.383143801701125994e+02,7.027710000000000000e+05,1.000000000000000000e+00
3.817000000000000000e+03,2.205000000000000000e+03,1.079868986180751108e+03,6.703073921716811583e+02,4.493120000000000000e+05,1.000000000000000000e+00
1.110600000000000000e+04,4.456000000000000000e+03,1.229411764705882433e+03,6.639992469875248844e+02,4.408950000000000000e+05,1.000000000000000000e+00
5.661000000000000000e+03,2.851000000000000000e+03,1.553217647058823331e+03,8.463675324585649378e+02,7.163380000000000000e+05,1.000000000000000000e+00
3.672000000000000000e+03,2.328000000000000000e+03,1.248489592760180813e+03,8.216258272474156001e+02,6.750690000000000000e+05,1.000000000000000000e+00
5.251000000000000000e+03,3.095000000000000000e+03,1.853099999999999909e+03,1.011949109392364676e+03,1.024041000000000000e+06,1.000000000000000000e+00
1.458800000000000000e+04,5.528000000000000000e+03,1.603193420569890804e+03,7.680240881639065265e+02,5.898610000000000000e+05,1.000000000000000000e+00
1.384000000000000000e+04,5.916000000000000000e+03,2.083199999999999818e+03,9.935260439465087074e+02,9.870940000000000000e+05,1.000000000000000000e+00
9.084000000000000000e+03,3.872000000000000000e+03,1.046352941176470495e+03,6.631877562199109661e+02,4.398180000000000000e+05,1.000000000000000000e+00
9.015000000000000000e+03,4.185000000000000000e+03,1.536162321144674024e+03,8.432615252695927666e+02,7.110900000000000000e+05,1.000000000000000000e+00
4.477000000000000000e+03,2.165000000000000000e+03,6.877000000000000455e+02,4.806859681746493607e+02,2.310590000000000000e+05,1.000000000000000000e+00
7.099000000000000000e+03,3.641000000000000000e+03,1.232300000000000182e+03,8.738998798489446926e+02,7.637010000000000000e+05,1.000000000000000000e+00
6.688000000000000000e+03,3.588000000000000000e+03,1.628000000000000000e+03,9.788697564027606859e+02,9.581860000000000000e+05,1.000000000000000000e+00
2.406000000000000000e+03,2.012000000000000000e+03,1.701399999999999864e+03,1.363718446014425581e+03,1.859728000000000000e+06,1.000000000000000000e+00
2.521000000000000000e+03,1.947000000000000000e+03,1.317899999999999864e+03,1.054183096051155644e+03,1.111302000000000000e+06,1.000000000000000000e+00
2.328000000000000000e+03,1.844000000000000000e+03,1.182400000000000091e+03,9.942786329797095277e+02,9.885900000000000000e+05,1.000000000000000000e+00
7.053000000000000000e+03,3.369000000000000000e+03,1.363900000000000091e+03,7.399567554931842324e+02,5.475360000000000000e+05,1.000000000000000000e+00
2.940000000000000000e+02,2.940000000000000000e+02,1.540000000000000000e+02,2.080072114134507615e+02,4.326700000000000000e+04,1.000000000000000000e+00
3.004000000000000000e+03,2.028000000000000000e+03,1.148599999999999909e+03,8.010349555418914633e+02,6.416570000000000000e+05,1.000000000000000000e+00
1.731300000000000000e+04,8.897000000000000000e+03,3.964099999999999909e+03,2.183335750634794294e+03,4.766955000000000000e+06,1.000000000000000000e+00
5.568000000000000000e+03,3.312000000000000000e+03,1.578600000000000136e+03,1.074754390546975173e+03,1.155097000000000000e+06,1.000000000000000000e+00
2.846000000000000000e+03,2.274000000000000000e+03,1.737200000000000045e+03,1.281806147590188402e+03,1.643027000000000000e+06,1.000000000000000000e+00
6.103000000000000000e+03,3.121000000000000000e+03,1.392033936651583417e+03,7.998106025803858756e+02,6.396970000000000000e+05,1.000000000000000000e+00
6.122000000000000000e+03,2.598000000000000000e+03,6.126470588235295054e+02,4.108308654422157815e+02,1.687820000000000000e+05,1.000000000000000000e+00
7.861000000000000000e+03,3.317000000000000000e+03,8.211252610982023725e+02,5.688092826246772802e+02,3.235440000000000000e+05,1.000000000000000000e+00
8.370000000000000000e+03,3.672000000000000000e+03,1.171941176470588516e+03,6.393965905445539875e+02,4.088280000000000000e+05,1.000000000000000000e+00
4.722000000000000000e+03,2.724000000000000000e+03,1.312799999999999955e+03,8.189108620600901531e+02,6.706150000000000000e+05,1.000000000000000000e+00
7.070000000000000000e+03,3.386000000000000000e+03,1.233400000000000091e+03,7.227461518403263199e+02,5.223620000000000000e+05,1.000000000000000000e+00
1.369200000000000000e+04,6.310000000000000000e+03,2.425211764705882160e+03,1.223221566193140688e+03,1.496271000000000000e+06,1.000000000000000000e+00
2.122300000000000000e+04,9.039000000000000000e+03,2.492370588235294235e+03,1.310434660713764742e+03,1.717239000000000000e+06,1.000000000000000000e+00
9.721000000000000000e+03,4.561000000000000000e+03,1.529958823529411802e+03,8.858335058011748515e+02,7.847010000000000000e+05,1.000000000000000000e+00
1.062100000000000000e+04,4.493000000000000000e+03,1.393594117647058738e+03,7.407226201487301296e+02,5.486700000000000000e+05,1.000000000000000000e+00
1.717600000000000000e+04,6.562000000000000000e+03,1.517445248868778208e+03,7.699292175258709676e+02,5.927910000000000000e+05,1.000000000000000000e+00
7.619000000000000000e+03,3.713000000000000000e+03,1.245817647058823468e+03,7.196082267456368982e+02,5.178360000000000000e+05,1.000000000000000000e+00
8.277000000000000000e+03,3.869000000000000000e+03,1.084299999999999955e+03,6.874329058169968221e+02,4.725640000000000000e+05,1.000000000000000000e+00
5.880000000000000000e+03,2.896000000000000000e+03,9.185647058823528823e+02,5.931037008820633218e+02,3.517720000000000000e+05,1.000000000000000000e+00
6.739000000000000000e+03,3.551000000000000000e+03,1.479300000000000182e+03,8.938970857990309469e+02,7.990520000000000000e+05,1.000000000000000000e+00
1.949400000000000000e+04,7.456000000000000000e+03,2.553215638987403509e+03,1.138229326629743809e+03,1.295566000000000000e+06,1.000000000000000000e+00
9.696000000000000000e+03,5.002000000000000000e+03,2.135400000000000091e+03,1.119964731587562028e+03,1.254321000000000000e+06,1.000000000000000000e+00
3.818000000000000000e+03,2.722000000000000000e+03,1.753599999999999909e+03,1.232605776394058694e+03,1.519317000000000000e+06,1.000000000000000000e+00
7.374000000000000000e+03,3.432000000000000000e+03,1.041364705882353064e+03,6.413181737640061328e+02,4.112890000000000000e+05,1.000000000000000000e+00
3.764000000000000000e+03,2.890000000000000000e+03,1.966400000000000091e+03,1.515319108306893895e+03,2.296192000000000000e+06,1.000000000000000000e+00
2.472000000000000000e+03,1.896000000000000000e+03,1.206047058823529596e+03,1.096844565104828234e+03,1.203068000000000000e+06,1.000000000000000000e+00
5.862000000000000000e+03,2.622000000000000000e+03,8.060705246422894561e+02,5.518767978453162186e+02,3.045680000000000000e+05,1.000000000000000000e+00
5.337000000000000000e+03,2.707000000000000000e+03,1.211794117647059011e+03,7.055529746234509503e+02,4.978050000000000000e+05,1.000000000000000000e+00
2.444900000000000000e+04,7.719000000000000000e+03,1.308896673596673736e+03,5.867512249667656761e+02,3.442770000000000000e+05,1.000000000000000000e+00
7.680000000000000000e+03,3.014000000000000000e+03,1.058241726794668011e+03,5.151339631590990393e+02,2.653630000000000000e+05,1.000000000000000000e+00
8.151000000000000000e+03,3.075000000000000000e+03,9.033632016632016075e+02,5.353167286756504382e+02,2.865640000000000000e+05,1.000000000000000000e+00
7.308000000000000000e+03,3.288000000000000000e+03,1.063418099547511247e+03,6.396037836035681039e+02,4.090930000000000000e+05,1.000000000000000000e+00
7.290000000000000000e+02,7.090000000000000000e+02,6.265000000000000000e+02,5.589266499282351788e+02,3.123990000000000000e+05,1.000000000000000000e+00
1.767000000000000000e+03,1.387000000000000000e+03,8.765000000000000000e+02,7.287262860635672723e+02,5.310420000000000000e+05,1.000000000000000000e+00
6.622000000000000000e+03,3.470000000000000000e+03,1.767200000000000045e+03,9.751969031944266817e+02,9.510090000000000000e+05,1.000000000000000000e+00
1.360100000000000000e+04,4.475000000000000000e+03,1.314407349883820416e+03,5.963916498409413407e+02,3.556830000000000000e+05,1.000000000000000000e+00
8.438000000000000000e+03,4.296000000000000000e+03,1.693411764705882433e+03,1.056144403005573849e+03,1.115441000000000000e+06,1.000000000000000000e+00
4.354000000000000000e+03,2.898000000000000000e+03,2.175599999999999909e+03,1.314587007390533927e+03,1.728139000000000000e+06,1.000000000000000000e+00
8.169000000000000000e+03,4.001000000000000000e+03,1.584170588235294190e+03,9.116463129964383825e+02,8.310990000000000000e+05,1.000000000000000000e+00
3.591000000000000000e+03,2.231000000000000000e+03,1.604511764705882570e+03,9.392853666484962787e+02,8.822570000000000000e+05,1.000000000000000000e+00
5.200000000000000000e+03,2.652000000000000000e+03,1.504799999999999955e+03,8.095751972485322767e+02,6.554120000000000000e+05,1.000000000000000000e+00
1.375600000000000000e+04,5.430000000000000000e+03,1.995602714932126673e+03,8.983334570191627790e+02,8.070030000000000000e+05,1.000000000000000000e+00
1.686300000000000000e+04,5.093000000000000000e+03,1.431128885899474199e+03,5.584585929144612919e+02,3.118760000000000000e+05,1.000000000000000000e+00
6.914000000000000000e+03,3.800000000000000000e+03,2.608399999999999636e+03,1.365118676159695724e+03,1.863549000000000000e+06,1.000000000000000000e+00
1.654300000000000000e+04,6.905000000000000000e+03,2.972703619909502322e+03,1.311140343365270610e+03,1.719089000000000000e+06,1.000000000000000000e+00
8.754000000000000000e+03,4.280000000000000000e+03,1.997847058823529551e+03,1.089861459085511569e+03,1.187798000000000000e+06,1.000000000000000000e+00
1.407000000000000000e+04,5.640000000000000000e+03,2.454894117647058920e+03,1.117832277222303219e+03,1.249549000000000000e+06,1.000000000000000000e+00
6.471000000000000000e+03,3.565000000000000000e+03,1.790099999999999909e+03,9.805090514625553624e+02,9.613980000000000000e+05,1.000000000000000000e+00
1.302100000000000000e+04,4.827000000000000000e+03,1.250165158371040889e+03,6.201314376807548570e+02,3.845630000000000000e+05,1.000000000000000000e+00
8.589000000000000000e+03,4.565000000000000000e+03,2.464205882352940989e+03,1.252279521512669362e+03,1.568204000000000000e+06,1.000000000000000000e+00
2.182800000000000000e+04,7.332000000000000000e+03,2.670751547022135128e+03,1.133555027336564763e+03,1.284947000000000000e+06,1.000000000000000000e+00
1.793700000000000000e+04,7.089000000000000000e+03,2.378803167420814589e+03,1.147390953424333020e+03,1.316506000000000000e+06,1.000000000000000000e+00
9.640000000000000000e+03,3.804000000000000000e+03,1.259460633484162827e+03,6.376158718225260600e+02,4.065540000000000000e+05,1.000000000000000000e+00
2.342700000000000000e+04,7.749000000000000000e+03,1.958833618686559930e+03,8.771373894664393447e+02,7.693700000000000000e+05,1.000000000000000000e+00
1.703300000000000000e+04,7.981000000000000000e+03,4.034417647058823150e+03,1.931383441991775953e+03,3.730242000000000000e+06,1.000000000000000000e+00
1.210000000000000000e+04,5.362000000000000000e+03,2.312723981900452600e+03,1.144891261212173049e+03,1.310776000000000000e+06,1.000000000000000000e+00
9.868000000000000000e+03,3.690000000000000000e+03,1.156871004035710030e+03,5.689209083870973700e+02,3.236710000000000000e+05,1.000000000000000000e+00
1.795300000000000000e+04,6.807000000000000000e+03,2.284981447963800747e+03,1.057012298887766065e+03,1.117275000000000000e+06,1.000000000000000000e+00
1.677500000000000000e+04,6.113000000000000000e+03,2.285255656108597577e+03,1.064226949480231951e+03,1.132579000000000000e+06,1.000000000000000000e+00
1.621500000000000000e+04,6.211000000000000000e+03,1.685798642533936572e+03,8.727067090380364789e+02,7.616170000000000000e+05,1.000000000000000000e+00
1.103800000000000000e+04,4.300000000000000000e+03,1.044811764705882297e+03,6.184739283106442826e+02,3.825100000000000000e+05,1.000000000000000000e+00
1.393100000000000000e+04,5.483000000000000000e+03,2.200488235294117658e+03,1.034963284372928911e+03,1.071149000000000000e+06,1.000000000000000000e+00
9.925000000000000000e+03,4.779000000000000000e+03,1.810947058823529687e+03,9.474877307912752258e+02,8.977330000000000000e+05,1.000000000000000000e+00
2.258000000000000000e+04,6.942000000000000000e+03,1.356778965390730264e+03,6.340678197164716039e+02,4.020420000000000000e+05,1.000000000000000000e+00
8.820000000000000000e+03,3.402000000000000000e+03,1.551177375565610873e+03,6.982814618762265582e+02,4.875970000000000000e+05,1.000000000000000000e+00
9.289000000000000000e+03,3.797000000000000000e+03,1.522323529411764639e+03,7.570865208151575416e+02,5.731800000000000000e+05,1.000000000000000000e+00
7.076000000000000000e+03,3.464000000000000000e+03,1.911917647058823377e+03,1.046817558125579126e+03,1.095827000000000000e+06,1.000000000000000000e+00
9.265000000000000000e+03,3.869000000000000000e+03,1.456309049773755760e+03,7.479799462552455225e+02,5.594740000000000000e+05,1.000000000000000000e+00
1.393500000000000000e+04,5.379000000000000000e+03,1.464367873303167471e+03,7.810313694084252347e+02,6.100100000000000000e+05,1.000000000000000000e+00
9.083000000000000000e+03,4.151000000000000000e+03,1.394064705882352882e+03,7.855603095880035198e+02,6.171050000000000000e+05,1.000000000000000000e+00
7.616000000000000000e+03,3.218000000000000000e+03,7.918235294117647527e+02,4.939686224852748637e+02,2.440050000000000000e+05,1.000000000000000000e+00
1.164000000000000000e+03,1.164000000000000000e+03,1.050000000000000000e+03,9.468220529751089316e+02,8.964720000000000000e+05,1.000000000000000000e+00
4.156000000000000000e+03,1.878000000000000000e+03,4.872742081447963756e+02,3.384848593364258704e+02,1.145720000000000000e+05,1.000000000000000000e+00
7.740000000000000000e+02,7.740000000000000000e+02,5.330000000000000000e+02,5.665033097873304087e+02,3.209260000000000000e+05,1.000000000000000000e+00
2.642000000000000000e+03,1.576000000000000000e+03,6.525999999999999091e+02,4.674334177185024259e+02,2.184940000000000000e+05,1.000000000000000000e+00
9.440000000000000000e+02,8.380000000000000000e+02,6.052923076923076451e+02,6.050157022755690832e+02,3.660440000000000000e+05,1.000000000000000000e+00
1.547600000000000000e+04,5.888000000000000000e+03,1.610556194203253199e+03,7.877969281483649411e+02,6.206240000000000000e+05,1.000000000000000000e+00
6.613000000000000000e+03,2.981000000000000000e+03,1.108088235294117567e+03,5.799827583644189417e+02,3.363800000000000000e+05,1.000000000000000000e+00
7.138000000000000000e+03,3.830000000000000000e+03,1.533799999999999955e+03,9.493355571135002720e+02,9.012380000000000000e+05,1.000000000000000000e+00
5.166000000000000000e+03,2.660000000000000000e+03,1.296253393665158455e+03,7.791476111751867393e+02,6.070710000000000000e+05,1.000000000000000000e+00
1.487000000000000000e+03,1.483000000000000000e+03,2.076900000000000091e+03,1.696574784676466834e+03,2.878366000000000000e+06,1.000000000000000000e+00
1.213700000000000000e+04,4.843000000000000000e+03,1.180194117647058874e+03,6.529846858847456588e+02,4.263890000000000000e+05,1.000000000000000000e+00
1.417600000000000000e+04,5.434000000000000000e+03,1.232688687782805346e+03,7.169107336342509598e+02,5.139610000000000000e+05,1.000000000000000000e+00
5.436000000000000000e+03,2.504000000000000000e+03,8.432000000000000455e+02,5.170106381884226039e+02,2.673000000000000000e+05,1.000000000000000000e+00
2.225200000000000000e+04,6.864000000000000000e+03,1.800026904732786988e+03,8.020274309523334750e+02,6.432480000000000000e+05,1.000000000000000000e+00
1.256800000000000000e+04,4.802000000000000000e+03,1.788568986180750926e+03,8.018572192105025351e+02,6.429750000000000000e+05,1.000000000000000000e+00
8.133000000000000000e+03,3.791000000000000000e+03,1.156271040723981741e+03,7.197443990751161209e+02,5.180320000000000000e+05,1.000000000000000000e+00
5.674000000000000000e+03,2.690000000000000000e+03,9.856941176470588744e+02,6.007786614053464973e+02,3.609350000000000000e+05,1.000000000000000000e+00
1.792200000000000000e+04,5.896000000000000000e+03,1.126728677999266210e+03,5.621663454885929241e+02,3.160310000000000000e+05,1.000000000000000000e+00
