4.414526462554931641e+00,1.626811219068713399e-08,3.906250000000000000e-03,2.027023874688893557e-04,4.207911458762196411e+00,1.752509755417956683e+01,2.026613075379879447e-04,7.707726413579367772e+02,3.033729849284112244e-05,2.065026226473311022e-01,1.354134364851575234e-02,9.021354505468673346e-02,-9.721545191320299928e-01,1.336042553505512043e-02,0.000000000000000000e+00
4.145343780517578125e+00,1.580947994739290152e-08,3.906250000000000000e-03,2.402345126029103994e-04,4.467327251977711633e+00,1.979474771633348951e+01,2.401768138431403798e-04,7.828894972728487573e+02,1.910982964872174529e-05,1.691724089627998640e-01,1.025008955122322027e-02,2.182998821180031634e-01,-9.389489940958717362e-01,1.014609120774889739e-02,0.000000000000000000e+00
4.487771034240722656e+00,4.743487380665101227e-09,3.906249767169356346e-03,1.817834563553333282e-04,3.755086323620994371e+00,1.355420805476908441e+01,1.817504171363060195e-04,1.420445016903678379e+03,2.698089284025562243e-05,2.579449909877929992e-01,2.144907317638096791e-02,3.461731798725341952e-02,-1.144594386795752650e+00,2.099867114244002853e-02,0.000000000000000000e+00
5.226646900177001953e+00,6.636819982475117286e-09,3.906250000000000000e-03,1.064825046341866255e-04,2.947473936122849469e+00,8.174841986155222173e+00,1.064711673176566009e-04,8.849382905377439101e+02,2.381538087083346278e-05,1.971517176870199450e-01,1.273913056015370422e-02,1.084210664365005544e-01,-5.870088436623026595e-01,1.257888648294602785e-02,0.000000000000000000e+00
4.678572654724121094e+00,5.964473359654220985e-09,3.906250000000000000e-03,1.688412303337827325e-04,3.991310095467734964e+00,1.623634936011859864e+01,1.688127277851281249e-04,1.252311096567156028e+03,3.771777607164572717e-05,2.860996780871550293e-01,2.417164273582243089e-02,-7.755091960805643447e-02,-1.154137887125775253e+00,2.360116383544252905e-02,0.000000000000000000e+00
5.434453010559082031e+00,3.171559237458154712e-09,3.906250000000000000e-03,8.749973494559526443e-05,2.530113944930083125e+00,5.438787507144095201e+00,8.749207941183279047e-05,1.227606257316851043e+03,2.678011595891346248e-05,2.397277107773732319e-01,1.965735864711085426e-02,6.474693003075046582e-02,-1.174242354378097986e+00,1.927839629696048718e-02,0.000000000000000000e+00
4.969604492187500000e+00,7.099505427987651274e-09,3.906250000000000000e-03,1.296653063036501408e-04,3.282045816570847485e+00,1.049876853344552963e+01,1.296484953917653726e-04,9.593959881597944559e+02,2.042148924444036354e-05,1.933372560058592426e-01,9.304229852915513188e-03,1.380185062098845117e-01,3.215675854691069091e-02,9.218459189724637071e-03,0.000000000000000000e+00
4.738261222839355469e+00,3.645319601730534487e-09,3.906250000000000000e-03,1.612749329069629312e-04,3.900175034586567779e+00,1.582900371113565541e+01,1.612489274970263509e-04,1.476593351442611038e+03,1.703745970399269294e-05,2.129592538347253594e-01,1.463725182391528712e-02,1.322382558742764280e-01,-1.007185734138584809e+00,1.442609346109002821e-02,0.000000000000000000e+00
4.809793472290039062e+00,3.534704307028846415e-09,3.906250000000000000e-03,1.602230622665956616e-04,4.021279473719966191e+00,1.682946741661735146e+01,1.601973949494350791e-04,1.578259014617205366e+03,3.807583288587055963e-05,3.221474544818618835e-01,3.196136180898528217e-02,-8.673752002829056285e-02,-1.188889041448938810e+00,3.097147140563327739e-02,0.000000000000000000e+00
4.916713714599609375e+00,2.107764185410587743e-09,3.906250000000000000e-03,1.402523485012352467e-04,3.685422829686094026e+00,1.444856454325862316e+01,1.402326805384213060e-04,1.976872333065760131e+03,2.484395568162689260e-05,2.920639103270730175e-01,2.267050367680992565e-02,-7.122087946554962745e-02,-1.135770816523018034e+00,2.216794519378695316e-02,0.000000000000000000e+00
