6.567375886524822182e-01,4.146471779825114723e+00,1.852000000000000000e+03,1.236513635613957973e+01,3.646828038166556496e+01,1.926223663640861901e+02,2.147605488378145111e+01,0.000000000000000000e+00
5.368171021377672325e-01,2.254222295167366497e+00,2.034000000000000000e+03,1.077179841343606004e+00,4.853309387795454910e+01,3.860254326381660235e+02,4.364064304638656466e+01,0.000000000000000000e+00
6.452314998021368986e-01,2.938582537870877420e-01,3.261000000000000000e+03,2.228242237461965303e+01,4.151638595449653479e+01,2.405512985522206861e+02,1.571981790228772979e+01,0.000000000000000000e+00
7.022034996759559666e-01,2.921457343193003986e+00,2.167000000000000000e+03,1.080021247729975009e+01,3.946233491633576307e+01,2.253441917710341329e+02,2.275888897636537678e+01,0.000000000000000000e+00
7.091321897073662450e-01,1.504271116176870926e+00,2.811000000000000000e+03,2.249442186162945134e+01,3.980237864710636586e+01,2.172731239591686858e+02,1.641270019310274364e+01,0.000000000000000000e+00
6.031413612565444948e-01,2.257485221127769393e+00,2.880000000000000000e+03,1.879356424744593568e+01,4.578082751801226635e+01,2.427939392393400055e+02,3.026882510879246979e+01,0.000000000000000000e+00
5.816793893129771353e-01,2.962172478632740802e+00,2.286000000000000000e+03,1.701212873065874120e+01,4.176299117741672973e+01,2.097228714274745016e+02,2.707447351594137075e+01,0.000000000000000000e+00
6.043597665636800675e-01,1.139674795543413666e+01,3.521000000000000000e+03,2.348329534381141315e+01,4.587622726845019372e+01,2.611431816442574814e+02,2.299815631200338828e+01,0.000000000000000000e+00
8.830814961605152336e-01,9.903731695042934380e-01,3.565000000000000000e+03,2.131403187695121559e+01,4.197229286799129255e+01,2.386518036156090261e+02,1.367036275596295525e+01,0.000000000000000000e+00
6.845172468105213959e-01,7.411389129916382323e+00,4.346000000000000000e+03,2.705227927227647911e+01,4.841124972158091566e+01,2.652792206135785591e+02,1.951671386751969806e+01,0.000000000000000000e+00
5.623289375466533624e-01,4.142763164376054519e+00,2.260000000000000000e+03,1.894821678511969054e+01,3.514016760792245719e+01,1.945096679918780467e+02,1.581968671939458915e+01,0.000000000000000000e+00
6.737325174825175012e-01,1.821647123784758682e+00,3.083000000000000000e+03,2.585961442152332879e+01,3.668507780862398704e+01,2.098589103967955793e+02,9.592894224020625416e+00,0.000000000000000000e+00
4.959713518352730777e-01,1.529679680507410033e+01,1.662000000000000000e+03,1.296870302914446427e+01,3.627762007002753819e+01,1.765512985522207146e+02,2.541993619561505113e+01,0.000000000000000000e+00
4.913542201677794652e-01,3.095522882831819533e+00,2.870000000000000000e+03,1.762555300849861339e+01,4.808950909924031691e+01,2.404507934888323462e+02,3.375195221982662019e+01,0.000000000000000000e+00
5.460537434510731591e-01,7.728044673910590134e+00,3.231000000000000000e+03,1.947725129045232251e+01,4.999419922994007948e+01,2.432792206135785591e+02,3.132283439751606124e+01,0.000000000000000000e+00
3.842200305597999743e-01,2.427088627238330787e+01,2.766000000000000000e+03,1.730819222112620537e+01,5.532700511346469341e+01,2.545929291125632972e+02,4.527854135651983114e+01,0.000000000000000000e+00
3.754350348027842288e-01,1.654734318672050719e+01,2.589000000000000000e+03,2.078167739564983663e+01,3.849875691216085727e+01,2.029533188057740176e+02,1.789824797240628129e+01,0.000000000000000000e+00
5.087232355273592077e-01,1.523289372922273621e+01,2.566000000000000000e+03,2.202180720201438646e+01,4.665974137897243423e+01,2.180660171779821042e+02,2.722718058398803009e+01,0.000000000000000000e+00
5.631067961165048263e-01,1.032515597145780006e+01,2.610000000000000000e+03,2.272469056641655172e+01,4.182027856519389530e+01,2.001665222413704726e+02,1.759280281271158941e+01,0.000000000000000000e+00
3.624551971326164801e-01,5.628939414347177816e+00,1.618000000000000000e+03,1.387270220399533649e+01,4.290398859393982889e+01,1.891959594928933370e+02,3.734617323499271180e+01,0.000000000000000000e+00
5.754339118825100297e-01,2.420961513569924062e+00,2.155000000000000000e+03,1.710039880843794435e+01,3.985700625978213907e+01,1.985157646462879484e+02,1.985413286641635722e+01,0.000000000000000000e+00
5.608529168856520863e-01,4.649343590198190768e+00,7.470000000000000000e+03,4.217214928695288734e+01,5.844721140364668344e+01,3.614041122946064206e+02,1.909417235394991508e+01,0.000000000000000000e+00
3.844277076482444100e-01,8.111747727685287401e+00,3.624000000000000000e+03,2.929251917779255621e+01,3.918011588938767176e+01,2.395218613006978501e+02,7.610018890769296718e+00,0.000000000000000000e+00
3.189773844641101141e-01,1.662670677346572390e+01,3.244000000000000000e+03,2.675473080829060279e+01,3.897070366222114757e+01,2.549716087690036943e+02,1.120374590161505068e+01,0.000000000000000000e+00
4.847153900210822153e-01,6.426986979818344103e+00,2.759000000000000000e+03,2.329544096260590180e+01,3.476792741308144485e+01,2.193441917710341329e+02,9.410967642315618775e+00,0.000000000000000000e+00
6.548473967684022012e-01,9.360160063453295543e-01,1.459000000000000000e+03,1.887554016583456473e+01,2.539545082592751513e+01,1.492964645562816486e+02,5.776858248707632981e+00,0.000000000000000000e+00
6.793706293706294197e-01,1.839758566411899832e+00,1.943000000000000000e+03,1.452174944835893555e+01,4.621504359951465801e+01,2.071959594928933370e+02,3.175397112926484056e+01,0.000000000000000000e+00
6.435492095869453921e-01,8.164594669260372584e+00,2.524000000000000000e+03,2.491383672100888447e+01,3.391704088945184026e+01,2.001604255869605993e+02,7.948327935141783485e+00,0.000000000000000000e+00
4.841552990556138303e-01,5.192366183571284211e+00,2.307000000000000000e+03,2.192656790639961528e+01,3.481103546717616126e+01,1.824091629284897635e+02,1.036259916771913225e+01,0.000000000000000000e+00
5.687969069820332235e-01,2.446646871072942098e+00,2.501000000000000000e+03,2.412826168878769550e+01,3.554463268852674673e+01,1.910954544295049971e+02,1.236656123297442633e+01,0.000000000000000000e+00
6.298427311085539326e-01,1.122841663523525568e+01,4.926000000000000000e+03,3.497636156172787025e+01,4.508545984969870091e+01,2.668355697996826166e+02,9.404405153183475363e+00,0.000000000000000000e+00
6.489007328447701228e-01,5.515260803414056667e+00,5.844000000000000000e+03,3.797277708877170710e+01,4.875701995513481535e+01,2.923919189857866741e+02,8.106166696879910205e+00,0.000000000000000000e+00
6.061265180351640414e-01,6.688712147017713328e+00,3.344000000000000000e+03,2.740211779602123698e+01,3.817143534077499822e+01,2.220660171779821326e+02,9.079190202004454591e+00,0.000000000000000000e+00
6.374519025224454349e-01,7.036181299667903843e+00,2.982000000000000000e+03,2.687413811597903646e+01,3.538301471130206011e+01,2.046518036156090261e+02,7.966299276639759341e+00,0.000000000000000000e+00
7.416583416583416577e-01,2.393081876777233497e+00,3.712000000000000000e+03,3.005604559613701099e+01,3.923168408773482696e+01,2.305512985522207146e+02,7.783201742724955352e+00,0.000000000000000000e+00
6.209476309226932278e-01,2.785166675855144103e+00,2.739000000000000000e+03,2.444979966019091577e+01,3.593933884919765376e+01,1.970954544295049686e+02,1.200911327887122582e+01,0.000000000000000000e+00
5.913597733711047910e-01,2.588768409455858510e+00,2.505000000000000000e+03,2.460959293798757130e+01,3.125765261513694426e+01,1.888528137423857061e+02,5.532714859884485747e+00,0.000000000000000000e+00
5.486425339366516329e-01,4.142637415357365072e+00,1.940000000000000000e+03,1.974280783763130032e+01,3.107767301910984870e+01,1.743675323681471241e+02,9.781142582924729822e+00,0.000000000000000000e+00
5.800586510263929796e-01,3.734270602970529929e+00,2.967000000000000000e+03,2.189465625086048917e+01,3.987225772739714102e+01,2.342375900532359196e+02,1.229334459291263215e+01,0.000000000000000000e+00
6.077785905876615935e-01,7.795354106123096649e+00,4.985000000000000000e+03,2.556874113209243404e+01,6.455080378638517402e+01,4.041675682618970313e+02,3.549572310863133850e+01,0.000000000000000000e+00
4.873801110550227134e-01,7.566219630497115212e+00,3.862000000000000000e+03,2.823362352850682555e+01,4.716760834448118800e+01,2.494802307403552390e+02,1.946483158411491843e+01,0.000000000000000000e+00
5.355155482815057155e-01,7.581098529049768331e+00,3.272000000000000000e+03,2.491275159950890838e+01,4.445614397910718196e+01,2.308944443027282887e+02,2.243214196500684920e+01,0.000000000000000000e+00
6.327868852459016535e-01,4.461393903802122196e+00,2.316000000000000000e+03,1.508108223046251339e+01,4.515925963034760571e+01,2.175807358037435790e+02,2.972074191267364540e+01,0.000000000000000000e+00
